id,home_team_id,away_team_id,location_id,match_type,competition,winning_team_id,home_team_score,away_team_score,match_date
1597,5,20,2175,,UEFA European Championship,20,0,3,1991-10-09
1598,5,22,1756,,International Friendly,5,3,1,1924-06-22
1599,22,5,278,,International Friendly,22,1,0,1962-01-05
1600,22,5,278,,International Friendly,,0,0,1990-02-28
1601,5,24,2445,,International Friendly,24,1,6,1908-06-06
1602,5,24,922,,International Friendly,24,1,11,1908-06-08
1603,5,24,922,,International Friendly,24,1,8,1909-06-01
1604,5,24,922,,International Friendly,,0,0,1930-05-14
1605,24,5,1703,,International Friendly,24,4,3,1932-12-07
1606,5,24,2299,,International Friendly,5,2,1,1936-05-06
1607,24,5,1240,,International Friendly,,2,2,1951-11-28
1608,5,24,2299,,International Friendly,24,2,3,1952-05-25
1609,5,24,2175,,International Friendly,5,3,1,1961-05-27
1610,24,5,1240,,International Friendly,24,3,1,1962-04-04
1611,24,5,1240,,International Friendly,5,2,3,1965-10-20
1612,5,24,2175,,International Friendly,24,0,1,1967-05-27
1613,24,5,1240,,International Friendly,24,7,0,1973-09-26
1614,24,5,2260,,FIFA World Cup,24,1,0,2005-10-08
1615,5,24,199,,International Friendly,24,0,1,2007-11-16
1616,26,5,73,,International Friendly,5,2,3,1921-07-31
1617,5,26,913,,International Friendly,5,2,1,1923-08-15
1618,26,5,73,,International Friendly,5,1,2,1925-07-10
1619,26,5,2006,,UEFA European Championship,,0,0,1966-10-02
1620,5,26,2175,,UEFA European Championship,5,2,1,1967-09-24
1621,26,5,2006,,FIFA World Cup,5,0,2,1980-09-24
1622,5,26,506,,FIFA World Cup,5,5,1,1981-06-17
1623,26,5,2006,,FIFA World Cup,26,3,1,1993-05-13
1624,5,26,2175,,FIFA World Cup,5,3,0,1993-08-25
1625,27,5,2330,,International Friendly,5,0,4,1925-04-19
1626,5,27,1493,,International Friendly,5,4,1,1926-05-30
1627,27,5,910,,International Friendly,5,0,4,1933-02-12
1628,27,5,910,,International Friendly,5,1,2,1937-01-24
1629,5,27,2175,,International Friendly,5,4,1,1945-12-06
1630,27,5,1079,,International Friendly,27,3,1,1946-05-05
1631,27,5,1079,,International Friendly,,2,2,1951-11-01
1632,5,27,2175,,International Friendly,27,1,2,1952-10-19
1633,27,5,1079,,International Friendly,27,3,1,1956-03-25
1634,5,27,2175,,International Friendly,27,1,2,1958-10-05
1635,27,5,1079,,UEFA European Championship,27,5,2,1959-12-13
1636,5,27,2175,,UEFA European Championship,27,2,4,1960-03-27
1637,27,5,910,,International Friendly,5,1,2,1965-03-24
1638,5,27,2175,,International Friendly,5,1,0,1970-10-07
1639,5,27,453,,FIFA World Cup,27,0,1,1982-06-28
1640,27,5,1767,,International Friendly,27,1,0,1984-03-28
1641,27,5,910,,FIFA World Cup,27,2,0,1992-10-14
1642,5,27,199,,FIFA World Cup,27,0,1,1993-03-27
1643,5,27,199,,International Friendly,,2,2,1998-08-19
1644,27,5,834,,International Friendly,27,1,0,2007-03-28
1645,5,28,2445,,International Friendly,5,3,2,1908-06-07
1646,28,5,185,,International Friendly,5,1,2,1911-10-09
1647,5,28,1493,,International Friendly,5,3,2,1920-09-26
1648,28,5,185,,International Friendly,,3,3,1921-05-05
1649,5,28,913,,International Friendly,28,0,2,1922-04-23
1650,28,5,2215,,International Friendly,28,4,3,1924-01-13
1651,28,5,492,,International Friendly,5,0,6,1931-05-24
1652,5,28,2175,,International Friendly,5,5,0,1931-09-13
1653,5,28,162,,FIFA World Cup,28,2,3,1934-06-07
1654,5,28,2175,,International Friendly,28,0,2,1951-09-23
1655,28,5,9,,International Friendly,,0,0,1953-03-22
1656,28,5,771,,FIFA World Cup,28,6,1,1954-06-30
1657,5,28,2175,,International Friendly,28,2,3,1957-03-10
1658,28,5,948,,International Friendly,,2,2,1958-11-19
1659,28,5,48,,International Friendly,28,4,1,1965-10-09
1660,5,28,2175,,FIFA World Cup,28,0,2,1968-10-13
1661,28,5,1582,,FIFA World Cup,28,1,0,1969-05-10
1662,5,28,2175,,International Friendly,,1,1,1969-09-21
1663,28,5,906,,International Friendly,28,4,0,1973-10-10
1664,5,28,2175,,International Friendly,28,0,2,1975-09-03
1665,5,28,180,,FIFA World Cup,5,3,2,1978-06-21
1666,28,5,2008,,International Friendly,28,1,0,1980-04-02
1667,28,5,1296,,FIFA World Cup,28,2,0,1981-04-29
1668,5,28,2175,,FIFA World Cup,28,1,3,1981-10-14
1669,5,28,762,,FIFA World Cup,28,0,1,1982-06-25
1670,5,28,2175,,UEFA European Championship,,0,0,1983-04-27
1671,28,5,1347,,UEFA European Championship,28,3,0,1983-10-05
1672,5,28,2175,,International Friendly,5,4,1,1986-10-29
1673,28,5,2215,,International Friendly,,0,0,1992-11-18
1674,5,28,1756,,International Friendly,28,1,5,1994-06-02
1675,28,5,1049,,International Friendly,28,6,2,2002-05-18
1676,5,28,199,,UEFA European Championship,28,0,1,2008-06-16
1677,5,28,199,,UEFA European Championship,28,1,2,2011-06-03
1678,28,5,205,,FIFA World Cup,28,3,0,2013-09-06
1679,30,5,1743,,UEFA European Championship,30,4,1,1967-10-04
1680,30,5,2,,International Friendly,5,0,3,1976-11-10
1681,5,30,2175,,International Friendly,5,2,0,1977-03-09
1682,30,5,1511,,International Friendly,,1,1,1978-02-15
1683,5,30,2175,,International Friendly,,0,0,1984-04-18
1684,30,5,1743,,International Friendly,,2,2,1988-04-06
1685,5,30,2175,,International Friendly,5,2,1,1993-03-10
1686,5,30,311,,International Friendly,,2,2,2003-03-26
1687,5,35,1425,,International Friendly,5,5,0,1902-10-12
1688,35,5,1959,,International Friendly,35,3,2,1903-06-11
1689,5,35,1499,,International Friendly,5,4,2,1903-10-11
1690,35,5,2086,,International Friendly,35,3,0,1904-06-02
1691,5,35,1475,,International Friendly,5,5,4,1904-10-09
1692,35,5,2086,,International Friendly,,0,0,1905-04-09
1693,35,5,2086,,International Friendly,35,3,1,1906-11-04
1694,5,35,196,,International Friendly,5,3,1,1907-05-05
1695,35,5,2004,,International Friendly,35,4,1,1907-11-03
1696,5,35,913,,International Friendly,5,4,0,1908-05-03
1697,35,5,2004,,International Friendly,35,5,3,1908-11-01
1698,5,35,2445,,International Friendly,35,3,4,1909-05-02
1699,35,5,2086,,International Friendly,,1,1,1909-05-30
1700,35,5,2004,,International Friendly,,2,2,1909-11-07
1701,5,35,913,,International Friendly,5,2,1,1910-05-01
1702,35,5,2004,,International Friendly,35,3,0,1910-11-06
1703,5,35,1756,,International Friendly,5,3,1,1911-05-07
1704,35,5,2164,,International Friendly,35,2,0,1911-11-05
1705,5,35,913,,International Friendly,,1,1,1912-05-05
1706,35,5,2004,,International Friendly,35,4,0,1912-11-03
1707,5,35,1425,,International Friendly,35,1,4,1913-04-27
1708,5,35,1425,,International Friendly,5,2,0,1914-05-03
1709,35,5,2164,,International Friendly,,2,2,1914-10-04
1710,5,35,1425,,International Friendly,35,1,2,1914-11-08
1711,35,5,145,,International Friendly,5,2,5,1915-05-02
1712,5,35,1425,,International Friendly,35,1,2,1915-05-30
1713,5,35,1425,,International Friendly,5,4,2,1915-10-03
1714,35,5,2164,,International Friendly,35,6,2,1915-11-07
1715,5,35,1425,,International Friendly,5,3,1,1916-05-07
1716,35,5,145,,International Friendly,35,2,1,1916-06-04
1717,5,35,1425,,International Friendly,,3,3,1916-11-05
1718,5,35,1425,,International Friendly,,1,1,1917-05-06
1719,35,5,145,,International Friendly,35,6,2,1917-06-03
1720,5,35,1425,,International Friendly,35,1,4,1917-07-15
1721,35,5,2164,,International Friendly,35,2,1,1917-10-07
1722,5,35,1425,,International Friendly,35,1,2,1917-11-04
1723,35,5,145,,International Friendly,35,2,0,1918-04-14
1724,5,35,1756,,International Friendly,35,0,2,1918-06-02
1725,5,35,1425,,International Friendly,35,0,3,1918-10-06
1726,35,5,2164,,International Friendly,35,2,1,1919-04-06
1727,5,35,1425,,International Friendly,5,2,0,1919-10-05
1728,35,5,145,,International Friendly,35,3,2,1919-11-09
1729,5,35,1425,,International Friendly,,2,2,1920-05-02
1730,35,5,2004,,International Friendly,5,1,2,1920-11-07
1731,5,35,1756,,International Friendly,5,4,1,1921-04-24
1732,35,5,2004,,International Friendly,,1,1,1922-04-30
1733,5,35,1756,,International Friendly,,2,2,1922-09-24
1734,35,5,2004,,International Friendly,5,1,2,1922-11-26
1735,5,35,913,,International Friendly,5,1,0,1923-05-06
1736,35,5,2004,,International Friendly,35,2,0,1923-09-23
1737,35,5,2004,,International Friendly,,2,2,1924-05-04
1738,5,35,1756,,International Friendly,5,2,1,1924-09-14
1739,5,35,913,,International Friendly,5,3,1,1925-05-05
1740,35,5,2004,,International Friendly,,1,1,1925-09-20
1741,35,5,168,,International Friendly,5,0,3,1926-05-02
1742,5,35,913,,International Friendly,35,2,3,1926-09-19
1743,5,35,913,,International Friendly,5,6,0,1927-04-10
1744,35,5,2004,,Dr Gero Cup,35,5,3,1927-09-25
1745,35,5,2004,,International Friendly,,5,5,1928-05-06
1746,5,35,913,,Dr Gero Cup,5,5,1,1928-10-07
1747,5,35,913,,International Friendly,,2,2,1929-05-05
1748,35,5,2004,,International Friendly,35,2,1,1929-10-06
1749,35,5,2004,,International Friendly,35,2,1,1930-06-01
1750,5,35,913,,International Friendly,35,2,3,1930-09-21
1751,5,35,1756,,Dr Gero Cup,,0,0,1931-05-03
1752,35,5,145,,Dr Gero Cup,,2,2,1931-10-04
1753,5,35,913,,International Friendly,5,8,2,1932-04-24
1754,35,5,2004,,International Friendly,5,2,3,1932-10-02
1755,35,5,2004,,International Friendly,,1,1,1933-04-30
1756,5,35,2175,,International Friendly,,2,2,1933-10-01
1757,5,35,913,,International Friendly,5,5,2,1934-04-15
1758,5,35,2194,,FIFA World Cup,5,2,1,1934-05-31
1759,35,5,2004,,Dr Gero Cup,35,3,1,1934-10-07
1760,35,5,2004,,International Friendly,35,6,3,1935-05-12
1761,5,35,2175,,Dr Gero Cup,,4,4,1935-10-06
1762,5,35,913,,International Friendly,35,3,5,1936-04-05
1763,35,5,2004,,Dr Gero Cup,35,5,3,1936-09-27
1764,35,5,1068,,International Friendly,,2,2,1937-05-23
1765,35,5,2004,,International Friendly,35,2,0,1945-08-19
1766,35,5,2004,,International Friendly,35,5,2,1945-08-20
1767,5,35,2175,,International Friendly,5,3,2,1946-04-14
1768,35,5,1955,,International Friendly,35,2,0,1946-10-06
1769,35,5,1068,,International Friendly,35,5,2,1947-05-04
1770,5,35,2175,,International Friendly,5,4,3,1947-09-14
1771,5,35,2175,,Dr Gero Cup,5,3,2,1948-05-02
1772,35,5,1046,,International Friendly,35,2,1,1948-10-03
1773,35,5,1046,,Dr Gero Cup,35,6,1,1949-05-02
1774,5,35,2175,,International Friendly,35,3,4,1949-10-16
1775,5,35,2175,,International Friendly,5,5,3,1950-05-14
1776,35,5,1046,,International Friendly,35,4,3,1950-10-29
1777,35,5,2004,,International Friendly,,1,1,1953-04-26
1778,5,35,1756,,International Friendly,35,2,3,1953-10-11
1779,5,35,1756,,International Friendly,35,0,1,1954-04-11
1780,35,5,1955,,International Friendly,35,4,1,1954-11-14
1781,5,35,2175,,Dr Gero Cup,,2,2,1955-04-24
1782,35,5,2004,,Dr Gero Cup,35,6,1,1955-10-16
1783,5,35,2175,,International Friendly,35,0,2,1956-10-14
1784,35,5,1955,,International Friendly,35,2,0,1960-11-20
1785,5,35,2175,,International Friendly,5,2,1,1961-10-08
1786,5,35,2175,,International Friendly,35,1,2,1962-06-24
1787,35,5,1955,,International Friendly,35,2,0,1962-10-28
1788,35,5,1955,,International Friendly,35,2,1,1963-10-27
1789,5,35,2175,,International Friendly,5,1,0,1964-05-03
1790,5,35,2175,,FIFA World Cup,35,0,1,1965-06-13
1791,35,5,1955,,FIFA World Cup,35,3,0,1965-09-05
1792,35,5,1955,,International Friendly,35,3,1,1966-10-30
1793,5,35,2175,,International Friendly,35,1,3,1967-09-06
1794,35,5,1955,,International Friendly,,1,1,1970-09-27
1795,5,35,2175,,International Friendly,35,0,2,1971-04-04
1796,5,35,2175,,FIFA World Cup,,2,2,1972-10-15
1797,35,5,1955,,FIFA World Cup,,2,2,1973-04-29
1798,5,35,2175,,International Friendly,5,1,0,1974-09-28
1799,5,35,2175,,UEFA European Championship,,0,0,1975-04-02
1800,35,5,1955,,UEFA European Championship,35,2,1,1975-09-24
1801,35,5,1955,,International Friendly,35,2,0,1976-06-12
1802,5,35,2175,,International Friendly,35,2,4,1976-10-13
1803,5,35,2175,,International Friendly,5,3,1,1979-09-26
1804,35,5,1955,,International Friendly,,1,1,1980-06-04
1805,5,35,2175,,International Friendly,5,3,1,1980-10-08
1806,35,5,1955,,FIFA World Cup,35,3,1,1984-09-26
1807,5,35,2175,,FIFA World Cup,35,0,3,1985-04-17
1808,35,5,1955,,International Friendly,5,0,4,1988-05-17
1809,5,35,1786,,International Friendly,,0,0,1988-08-31
1810,35,5,1955,,International Friendly,35,2,1,1992-03-25
1811,5,35,220,,International Friendly,,1,1,1994-03-23
1812,5,35,1756,,International Friendly,35,2,3,1998-03-25
1813,5,35,1981,,International Friendly,35,1,2,2006-08-16
1814,36,5,1882,,FIFA World Cup,,0,0,1989-06-14
1815,5,36,1437,,FIFA World Cup,5,2,1,1989-08-23
1816,5,36,622,,International Friendly,,1,1,2014-05-30
1817,36,5,834,,UEFA European Championship,36,2,1,2016-06-22
1818,5,37,199,,International Friendly,5,5,1,2000-09-01
1819,39,5,1161,,International Friendly,,1,1,1969-04-23
1820,39,5,1161,,International Friendly,5,1,3,1976-12-15
1821,39,5,1078,,International Friendly,5,0,1,1979-01-30
1822,39,5,176,,International Friendly,39,1,0,1981-02-04
1823,5,39,199,,FIFA World Cup,5,5,2,1992-10-28
1824,39,5,176,,FIFA World Cup,,1,1,1993-10-27
1825,5,39,199,,UEFA European Championship,,1,1,1998-09-05
1826,39,5,1161,,FIFA World Cup,,1,1,2001-10-27
1827,40,5,375,,International Friendly,5,1,3,1912-12-22
1828,40,5,2015,,International Friendly,,0,0,1914-01-11
1829,40,5,497,,International Friendly,,3,3,1922-01-15
1830,5,40,913,,International Friendly,,0,0,1923-04-15
1831,40,5,375,,International Friendly,5,0,4,1924-01-20
1832,40,5,2194,,Dr Gero Cup,5,0,1,1927-11-06
1833,40,5,291,,International Friendly,,2,2,1928-11-11
1834,5,40,913,,Dr Gero Cup,5,3,0,1929-04-07
1835,40,5,188,,Dr Gero Cup,40,2,1,1931-02-22
1836,5,40,2175,,Dr Gero Cup,5,2,1,1932-03-20
1837,40,5,2170,,Dr Gero Cup,5,2,4,1934-02-11
1838,40,5,188,,FIFA World Cup,40,1,0,1934-06-03
1839,5,40,2175,,Dr Gero Cup,40,0,2,1935-03-24
1840,40,5,291,,International Friendly,,2,2,1936-05-17
1841,5,40,2175,,Abandoned,5,2,0,1937-03-21
1842,40,5,188,,International Friendly,40,3,2,1946-12-01
1843,5,40,2175,,International Friendly,5,5,1,1947-11-09
1844,40,5,2451,,Dr Gero Cup,40,3,1,1949-05-22
1845,5,40,2175,,Dr Gero Cup,5,1,0,1950-04-02
1846,40,5,918,,Dr Gero Cup,40,2,1,1956-12-09
1847,5,40,2175,,Dr Gero Cup,5,3,2,1958-03-23
1848,40,5,883,,International Friendly,5,1,2,1960-12-10
1849,5,40,2175,,International Friendly,40,1,2,1962-11-11
1850,5,40,2175,,International Friendly,40,0,1,1963-06-09
1851,40,5,103,,International Friendly,40,1,0,1963-12-14
1852,40,5,188,,International Friendly,40,1,0,1966-06-18
1853,5,40,2175,,UEFA European Championship,40,1,2,1970-10-31
1854,40,5,803,,UEFA European Championship,,2,2,1971-11-20
1855,5,40,2175,,International Friendly,,0,0,1974-06-08
1856,5,40,1318,,FIFA World Cup,40,0,1,1978-06-18
1857,5,40,2175,,International Friendly,40,0,1,1989-03-25
1858,40,5,803,,FIFA World Cup,40,1,0,1990-06-09
1859,40,5,834,,FIFA World Cup,40,2,1,1998-06-23
1860,5,43,982,,Four Nation Tournament,,0,0,2007-09-07
1861,5,46,1756,,International Friendly,5,4,0,1992-04-14
1862,48,5,1521,,Four Nations Tournament,48,3,1,1988-02-02
1863,49,5,473,,International Friendly,5,0,1,1933-12-10
1864,5,49,2175,,FIFA World Cup,5,3,2,1957-05-26
1865,49,5,473,,FIFA World Cup,,1,1,1957-09-25
1866,49,5,473,,International Friendly,,1,1,1964-04-12
1867,5,49,2175,,International Friendly,5,2,1,1966-09-18
1868,5,49,2175,,International Friendly,5,1,0,1973-03-28
1869,49,5,1216,,International Friendly,,1,1,1974-03-27
1870,5,49,2175,,International Friendly,49,0,1,1978-05-20
1871,5,49,180,,FIFA World Cup,49,1,5,1978-06-14
1872,5,49,2175,,FIFA World Cup,5,1,0,1984-11-14
1873,5,49,2175,,International Friendly,5,3,2,1990-05-30
1874,49,5,1888,,International Friendly,49,3,2,1992-05-27
1875,5,51,453,,FIFA World Cup,,2,2,1982-07-01
1876,5,51,2133,,UEFA European Championship,5,2,0,1982-10-13
1877,51,5,104,,UEFA European Championship,51,3,1,1983-09-21
1878,5,51,2175,,UEFA European Championship,,0,0,1990-11-14
1879,51,5,104,,UEFA European Championship,51,2,1,1991-10-16
1880,5,51,199,,UEFA European Championship,51,1,2,1994-10-12
1881,51,5,104,,FIFA World Cup,,3,3,2004-10-13
1882,57,5,980,,International Friendly,5,2,3,1936-01-26
1883,57,5,495,,International Friendly,,1,1,1952-11-23
1884,5,57,2210,,FIFA World Cup,5,9,1,1953-09-27
1885,57,5,916,,FIFA World Cup,,0,0,1953-11-29
1886,5,57,2175,,UEFA European Championship,57,1,2,1978-11-15
1887,57,5,1002,,UEFA European Championship,5,1,2,1979-11-21
1888,57,5,1547,,International Friendly,,1,1,1991-09-04
1889,5,57,220,,International Friendly,,1,1,1992-09-02
1890,57,5,2149,,UEFA European Championship,57,1,0,1994-11-13
1891,5,58,2175,,International Friendly,5,6,0,1952-05-07
1892,58,5,1593,,International Friendly,58,4,0,1953-03-25
1893,5,58,2175,,International Friendly,5,3,1,1958-05-14
1894,58,5,1593,,International Friendly,5,2,3,1962-04-08
1895,5,58,2175,,UEFA European Championship,,0,0,1963-09-25
1896,58,5,1593,,UEFA European Championship,58,3,2,1963-10-13
1897,5,58,2175,,International Friendly,5,1,0,1966-05-22
1898,58,5,1593,,International Friendly,,2,2,1968-11-10
1899,58,5,1881,,UEFA European Championship,5,1,4,1971-05-30
1900,5,58,1786,,UEFA European Championship,5,6,0,1971-10-10
1901,58,5,2455,,UEFA European Championship,5,1,3,1995-06-11
1902,5,58,199,,UEFA European Championship,5,3,1,1995-09-06
1903,5,59,1756,,International Friendly,5,4,1,1924-05-20
1904,59,5,65,,Central European Cup,59,4,1,1932-05-08
1905,5,59,220,,Central European Cup,59,0,1,1932-10-16
1906,5,59,220,,International Friendly,,1,1,1968-05-01
1907,59,5,2213,,International Friendly,,1,1,1972-09-03
1908,59,5,2291,,UEFA European Championship,59,4,0,1986-09-10
1909,5,59,2175,,UEFA European Championship,,0,0,1987-11-18
1910,5,59,622,,International Friendly,,0,0,2012-06-05
1911,5,62,913,,International Friendly,5,5,0,1931-05-16
1912,62,5,1193,,International Friendly,,2,2,1933-11-29
1913,5,62,2175,,International Friendly,,1,1,1937-05-09
1914,62,5,1193,,International Friendly,5,0,1,1950-12-13
1915,5,62,2175,,International Friendly,5,4,0,1951-05-27
1916,5,62,1565,,FIFA World Cup,5,1,0,1954-06-16
1917,5,62,2175,,International Friendly,62,1,4,1955-05-19
1918,62,5,1193,,International Friendly,,1,1,1956-05-02
1919,62,5,1193,,International Friendly,62,4,1,1963-05-08
1920,62,5,1193,,FIFA World Cup,62,2,1,1968-11-06
1921,5,62,2175,,FIFA World Cup,5,2,0,1969-11-05
1922,5,62,2175,,UEFA European Championship,5,3,2,1978-09-20
1923,62,5,1193,,UEFA European Championship,,1,1,1979-10-17
1924,62,5,1193,,International Friendly,5,0,2,2003-04-30
1925,5,62,346,,International Friendly,62,0,1,2007-05-30
1926,64,5,86,,International Friendly,,1,1,2004-03-31
1927,66,5,1379,,International Friendly,66,2,1,1924-12-21
1928,5,66,913,,International Friendly,66,0,1,1925-09-27
1929,66,5,701,,International Friendly,5,4,5,1936-01-19
1930,66,5,1101,,International Friendly,66,6,3,1959-11-22
1931,5,66,2175,,International Friendly,5,3,0,1960-10-30
1932,5,66,751,,FIFA World Cup,5,2,1,1978-06-03
1933,5,66,2175,,International Friendly,,0,0,1981-09-23
1934,5,66,2175,,UEFA European Championship,66,2,3,1987-04-01
1935,66,5,1556,,UEFA European Championship,66,2,0,1987-10-14
1936,66,5,1101,,UEFA European Championship,66,9,0,1999-03-27
1937,5,66,1756,,FIFA World Cup,,1,1,2000-10-11
1938,5,67,1493,,International Friendly,,2,2,1921-03-25
1939,67,5,272,,International Friendly,5,1,3,1921-07-24
1940,67,5,748,,International Friendly,67,4,2,1923-06-10
1941,5,67,1493,,International Friendly,,1,1,1924-11-09
1942,67,5,272,,International Friendly,5,2,4,1925-07-05
1943,5,67,913,,International Friendly,5,3,1,1926-11-07
1944,67,5,272,,International Friendly,5,2,3,1928-07-29
1945,5,67,913,,International Friendly,5,4,1,1930-11-16
1946,67,5,272,,International Friendly,5,3,4,1932-07-17
1947,67,5,272,,International Friendly,67,3,2,1948-07-11
1948,5,67,2175,,International Friendly,5,2,1,1948-11-14
1949,67,5,272,,International Friendly,67,2,1,1954-10-31
1950,5,67,2175,,International Friendly,5,1,0,1957-05-05
1951,67,5,272,,International Friendly,67,4,1,1966-10-05
1952,67,5,272,,UEFA European Championship,67,1,0,1971-05-26
1953,5,67,2175,,UEFA European Championship,5,1,0,1971-09-04
1954,5,67,2175,,FIFA World Cup,5,2,0,1972-06-10
1955,67,5,1906,,FIFA World Cup,67,3,2,1973-05-23
1956,5,67,146,,FIFA World Cup,67,1,2,1973-11-27
1957,5,67,2175,,International Friendly,5,1,0,1976-04-28
1958,5,67,751,,FIFA World Cup,5,1,0,1978-06-07
1959,5,67,1437,,International Friendly,5,1,0,1986-05-14
1960,67,5,272,,International Friendly,67,6,0,1991-05-01
1961,67,5,272,,FIFA World Cup,67,1,0,1993-05-19
1962,5,67,1756,,FIFA World Cup,,1,1,1993-11-10
1963,5,67,1756,,FIFA World Cup,5,1,0,1997-09-06
1964,5,67,2251,,International Friendly,,1,1,2000-03-29
1965,5,68,1756,,A v XI,5,4,0,1901-04-08
1966,68,5,363,,International Friendly,5,0,1,1917-12-23
1967,68,5,1565,,International Friendly,68,3,2,1917-12-26
1968,5,68,1425,,International Friendly,5,5,1,1918-05-09
1969,68,5,1972,,International Friendly,,2,2,1921-05-01
1970,5,68,913,,International Friendly,5,7,1,1922-06-11
1971,68,5,1662,,International Friendly,68,2,0,1923-01-21
1972,5,68,1756,,International Friendly,5,2,0,1925-03-22
1973,68,5,1709,,International Friendly,68,2,0,1925-11-08
1974,5,68,913,,International Friendly,5,7,1,1926-10-10
1975,68,5,1565,,International Friendly,5,1,4,1927-05-29
1976,5,68,913,,Dr Gero Cup,5,2,0,1928-10-28
1977,68,5,1759,,Dr Gero Cup,5,1,3,1929-10-27
1978,68,5,1100,,Dr Gero Cup,5,1,8,1931-11-29
1979,5,68,2175,,Dr Gero Cup,5,3,1,1932-10-23
1980,68,5,1662,,Dr Gero Cup,5,2,3,1934-03-25
1981,68,5,1565,,Dr Gero Cup,5,1,3,1936-11-08
1982,5,68,1756,,Dr Gero Cup,5,4,3,1937-09-19
1983,68,5,1759,,International Friendly,68,1,0,1946-11-10
1984,5,68,2175,,International Friendly,5,3,1,1948-04-18
1985,68,5,2195,,Dr Gero Cup,68,2,1,1949-04-03
1986,5,68,2175,,Dr Gero Cup,,3,3,1950-03-19
1987,68,5,1662,,International Friendly,,1,1,1952-06-22
1988,68,5,2195,,FIFA World Cup,5,5,7,1954-06-26
1989,68,5,1759,,Dr Gero Cup,5,2,3,1955-05-01
1990,5,68,2175,,Dr Gero Cup,5,4,0,1957-04-14
1991,68,5,1759,,International Friendly,68,1,0,1968-09-22
1992,5,68,220,,International Friendly,5,3,1,1976-09-22
1993,68,5,771,,International Friendly,5,0,1,1978-04-04
1994,5,68,1453,,International Friendly,,1,1,1986-08-27
1995,68,5,2061,,International Friendly,,2,2,1987-08-18
1996,68,5,2121,,Four Nations Tournament,68,2,1,1988-02-05
1997,5,68,2175,,International Friendly,68,1,3,1990-08-21
1998,68,5,1972,,International Friendly,5,2,4,1999-03-10
1999,68,5,771,,International Friendly,68,3,2,2002-08-21
2000,5,69,199,,International Friendly,5,4,1,2006-11-17
2001,70,5,610,,International Friendly,,3,3,1972-02-20
2002,70,5,610,,International Friendly,5,1,3,1987-02-08
2003,5,70,1756,,International Friendly,5,2,1,1998-05-27
2004,5,70,199,,International Friendly,,0,0,2007-11-21
2005,71,5,96,,International Friendly,5,0,1,1948-05-30
2006,5,71,2175,,International Friendly,5,1,0,1949-03-20
2007,71,5,96,,International Friendly,5,0,1,1974-11-13
2008,5,71,2175,,FIFA World Cup,5,1,0,1977-04-17
2009,71,5,513,,FIFA World Cup,5,0,1,1977-10-30
2010,5,71,2133,,UEFA European Championship,5,4,0,1982-11-17
2011,71,5,811,,UEFA European Championship,71,3,1,1983-11-16
2012,5,71,2175,,FIFA World Cup,5,3,2,1988-11-02
2013,71,5,811,,FIFA World Cup,71,3,0,1989-10-25
2014,5,71,199,,FIFA World Cup,71,0,1,2001-11-10
2015,5,72,622,,International Friendly,5,3,2,2012-06-01
2016,5,74,1565,,FIFA World Cup,5,3,1,1954-07-03
2017,5,74,2175,,International Friendly,74,0,2,1964-05-14
2018,5,75,2451,,FIFA World Cup,5,2,1,1990-06-19
2019,5,60,2175,,International Friendly,5,3,1,1960-09-04
2020,60,5,770,,International Friendly,5,0,1,1961-09-10
2021,60,5,770,,International Friendly,,0,0,1965-05-16
2022,5,60,2175,,International Friendly,60,0,1,1966-04-24
2023,60,5,770,,UEFA European Championship,60,4,3,1967-06-11
2024,5,60,2175,,UEFA European Championship,5,1,0,1967-10-15
2025,60,5,562,,International Friendly,60,3,1,1968-06-16
2026,5,60,2175,,International Friendly,60,1,2,1976-06-23
2027,5,60,2175,,International Friendly,,2,2,1983-05-17
2028,60,5,2322,,International Friendly,60,2,0,1985-03-27
2029,60,5,1747,,FIFA World Cup,60,2,0,1988-10-19
2030,5,60,2175,,FIFA World Cup,,0,0,1989-09-06
2031,5,78,2175,,International Friendly,5,2,0,1954-05-09
2032,78,5,2394,,International Friendly,5,1,2,1955-11-23
2033,5,78,2175,,UEFA European Championship,5,2,1,1974-09-04
2034,78,5,2394,,UEFA European Championship,78,1,0,1975-11-19
2035,5,78,2175,,International Friendly,,1,1,1992-04-29
2036,79,5,165,,International Friendly,5,1,4,1924-02-10
2037,79,5,2346,,International Friendly,5,2,5,1949-11-13
2038,5,79,2175,,International Friendly,5,7,2,1950-10-08
2039,79,5,2346,,International Friendly,79,4,2,1952-09-21
2040,5,79,2175,,International Friendly,,2,2,1954-10-03
2041,5,79,2175,,Dr Gero Cup,5,2,1,1955-10-30
2042,79,5,1533,,Dr Gero Cup,,1,1,1956-06-17
2043,79,5,2346,,International Friendly,,3,3,1957-09-15
2044,5,79,2175,,International Friendly,79,3,4,1958-09-14
2045,79,5,1533,,International Friendly,79,2,1,1961-11-19
2046,5,79,2175,,International Friendly,5,3,2,1964-09-27
2047,79,5,1312,,International Friendly,,1,1,1970-04-08
2048,5,79,158,,International Friendly,79,0,1,1970-09-10
2049,5,79,1786,,International Friendly,79,0,3,1985-10-16
2050,79,5,1920,,International Friendly,79,4,0,1987-03-25
2051,79,5,2346,,UEFA European Championship,79,4,1,1990-10-31
2052,5,79,2175,,UEFA European Championship,79,0,2,1991-11-13
2053,6,9,1365,,Merdeka Tournament,9,0,1,2001-06-23
