id,home_team_id,away_team_id,location_id,match_type,competition,winning_team_id,home_team_score,away_team_score,match_date
5528,62,24,534,,International Friendly,,0,0,1872-11-30
5529,24,62,387,,International Friendly,24,4,2,1873-03-08
5530,62,24,534,,International Friendly,62,2,1,1874-03-07
5531,24,62,387,,International Friendly,,2,2,1875-03-06
5532,62,24,534,,International Friendly,62,3,0,1876-03-04
5533,24,62,387,,International Friendly,62,1,3,1877-03-03
5534,62,24,2408,,International Friendly,62,7,2,1878-03-02
5535,24,62,387,,International Friendly,24,5,4,1879-04-05
5536,62,24,2408,,International Friendly,62,5,4,1880-03-13
5537,24,62,387,,International Friendly,62,1,6,1881-03-12
5538,62,24,2408,,International Friendly,62,5,1,1882-03-11
5539,24,62,1248,,International Friendly,62,2,3,1883-03-10
5540,62,24,1232,,British Championships,62,1,0,1884-03-15
5541,24,62,387,,British Championships,,1,1,1885-03-21
5542,62,24,1794,,British Championships,,1,1,1886-03-27
5543,24,62,1979,,British Championships,62,2,3,1887-03-19
5544,62,24,1193,,British Championships,24,0,5,1888-03-17
5545,24,62,387,,British Championships,62,2,3,1889-04-13
5546,62,24,1193,,British Championships,,1,1,1890-04-05
5547,24,62,1761,,British Championships,24,2,1,1891-04-06
5548,62,24,516,,British Championships,24,1,4,1892-04-02
5549,24,62,2377,,British Championships,24,5,2,1893-04-01
5550,62,24,332,,British Championships,,2,2,1894-04-07
5551,24,62,1242,,British Championships,24,3,0,1895-04-06
5552,62,24,332,,British Championships,62,2,1,1896-04-04
5553,24,62,81,,British Championships,62,1,2,1897-04-03
5554,62,24,332,,British Championships,24,1,3,1898-04-02
5555,24,62,322,,British Championships,24,2,1,1899-04-08
5556,62,24,332,,British Championships,62,4,1,1900-04-07
5557,24,62,81,,British Championships,,2,2,1901-03-30
5558,24,62,322,,British Championships,,2,2,1902-03-03
5559,24,62,1248,,British Championships,62,1,2,1903-04-04
5560,62,24,332,,British Championships,24,0,1,1904-04-09
5561,24,62,81,,British Championships,24,1,0,1905-04-01
5562,62,24,1193,,British Championships,62,2,1,1906-04-07
5563,24,62,1350,,British Championships,,1,1,1907-04-06
5564,62,24,1193,,British Championships,,1,1,1908-04-04
5565,24,62,81,,British Championships,24,2,0,1909-04-03
5566,62,24,1193,,British Championships,62,2,0,1910-04-02
5567,24,62,1242,,British Championships,,1,1,1911-04-01
5568,62,24,1193,,British Championships,,1,1,1912-03-23
5569,24,62,1703,,British Championships,24,1,0,1913-04-05
5570,62,24,1193,,British Championships,62,3,1,1914-04-04
5571,24,62,2370,,British Championships,24,5,4,1920-04-10
5572,62,24,1193,,British Championships,62,3,0,1921-04-09
5573,24,62,322,,British Championships,62,0,1,1922-04-08
5574,62,24,1193,,British Championships,,2,2,1923-04-14
5575,24,62,1240,,British Championships,,1,1,1924-04-12
5576,62,24,1193,,British Championships,62,2,0,1925-04-04
5577,24,62,2260,,British Championships,62,0,1,1926-04-17
5578,62,24,1193,,British Championships,24,1,2,1927-04-02
5579,24,62,1240,,British Championships,62,1,5,1928-03-31
5580,62,24,1193,,British Championships,62,1,0,1929-04-13
5581,24,62,1240,,British Championships,24,5,2,1930-04-05
5582,62,24,1193,,British Championships,62,2,0,1931-03-28
5583,24,62,1240,,British Championships,24,3,0,1932-04-09
5584,62,24,1193,,British Championships,62,2,1,1933-04-01
5585,24,62,1240,,British Championships,24,3,0,1934-04-14
5586,62,24,1193,,British Championships,62,2,0,1935-04-06
5587,24,62,1240,,British Championships,,1,1,1936-04-04
5588,62,24,1193,,British Championships,62,3,1,1937-04-17
5589,24,62,1240,,British Championships,62,0,1,1938-04-09
5590,62,24,1193,,British Championships,24,1,2,1939-04-15
5591,24,62,1240,,British Championships,,1,1,1947-04-12
5592,62,24,1193,,British Championships,24,0,2,1948-04-10
5593,24,62,1240,,British Championships,62,1,3,1949-04-09
5594,62,24,1193,,FIFA World Cup,24,0,1,1950-04-15
5595,24,62,1240,,British Championships,62,2,3,1951-04-14
5596,62,24,1193,,British Championships,24,1,2,1952-04-05
5597,24,62,1240,,British Championships,,2,2,1953-04-18
5598,62,24,1193,,FIFA World Cup,24,2,4,1954-04-03
5599,24,62,1240,,British Championships,24,7,2,1955-04-02
5600,62,24,1193,,British Championships,,1,1,1956-04-14
5601,62,24,1193,,British Championships,24,0,4,1958-04-19
5602,24,62,1240,,British Championships,24,1,0,1959-04-11
5603,24,62,1240,,British Championships,24,9,3,1961-04-15
5604,62,24,1193,,British Championships,62,2,0,1962-04-14
5605,24,62,1240,,British Championships,62,1,2,1963-04-06
5606,24,62,1240,,British Championships,,2,2,1965-04-10
5607,62,24,1193,,British Championships,24,3,4,1966-04-02
5608,24,62,1240,,UEFA European Championship,62,2,3,1967-04-15
5609,62,24,1193,,UEFA European Championship,,1,1,1968-02-24
5610,62,24,1193,,British Championships,,0,0,1970-04-25
5611,24,62,1240,,British Championships,24,3,1,1971-05-22
5612,62,24,1193,,British Championships,24,0,1,1972-05-27
5613,62,24,1193,,Centenary Match,24,0,5,1973-02-14
5614,24,62,1240,,British Championships,24,1,0,1973-05-19
5615,62,24,1193,,British Championships,62,2,0,1974-05-18
5616,24,62,1240,,British Championships,24,5,1,1975-05-24
5617,62,24,1193,,British Championships,62,2,1,1976-05-15
5618,24,62,1240,,British Championships,62,1,2,1977-06-04
5619,62,24,1193,,British Championships,24,0,1,1978-05-20
5620,62,24,1193,,British Championships,24,0,2,1980-05-24
5621,24,62,1240,,British Championships,62,0,1,1981-05-23
5622,62,24,1193,,British Championships,24,0,1,1982-05-29
5623,62,24,1193,,International Friendly,62,1,0,1985-05-25
5624,24,62,1240,,Rous Cup,24,1,0,1988-05-21
5625,24,62,1240,,UEFA European Championship,24,2,0,1996-06-15
5626,64,24,1060,,UEFA European Championship,24,1,2,2002-10-12
5627,64,24,1187,,UEFA European Championship,,0,0,2016-06-20
5628,24,65,2260,,International Friendly,24,2,1,1997-05-24
5629,65,24,2350,,International Friendly,24,1,2,2003-05-22
5630,66,24,144,,International Friendly,66,4,3,1929-05-15
5631,24,66,1400,,International Friendly,24,7,1,1931-12-09
5632,66,24,862,,International Friendly,,1,1,1955-05-18
5633,24,66,1240,,International Friendly,24,4,1,1955-11-30
5634,66,24,787,,International Friendly,66,3,0,1960-05-15
5635,24,66,1240,,International Friendly,24,4,2,1960-10-26
5636,66,24,787,,International Friendly,24,0,2,1965-12-08
5637,24,66,1240,,UEFA European Championship,24,1,0,1968-04-03
5638,66,24,787,,UEFA European Championship,24,1,2,1968-05-08
5639,66,24,787,,International Friendly,24,2,4,1987-02-18
5640,24,66,1240,,UEFA European Championship,,0,0,1996-06-22
5641,67,24,767,,International Friendly,24,2,4,1923-05-21
5642,67,24,272,,Unofficial,24,1,3,1923-05-24
5643,67,24,272,,International Friendly,24,0,4,1937-05-17
5644,24,67,1400,,International Friendly,24,4,2,1947-11-19
5645,67,24,272,,International Friendly,,0,0,1956-05-16
5646,24,67,1240,,International Friendly,67,2,3,1959-10-28
5647,24,67,1240,,International Friendly,24,3,1,1968-05-22
5648,67,24,272,,International Friendly,,0,0,1979-06-10
5649,24,67,35,,FIFA World Cup,,1,1,2002-06-02
5650,67,24,1051,,UEFA European Championship,24,2,3,2012-06-15
5651,68,24,1709,,International Friendly,24,0,4,1933-05-20
5652,68,24,1565,,International Friendly,68,2,1,1938-05-21
5653,24,68,1400,,International Friendly,24,6,0,1948-12-02
5654,68,24,1565,,International Friendly,24,0,3,1952-05-28
5655,68,24,771,,International Friendly,24,1,8,1963-06-05
5656,68,24,771,,UEFA European Championship,24,2,3,1971-10-13
5657,24,68,1240,,UEFA European Championship,,1,1,1971-11-10
5658,68,24,771,,International Friendly,24,1,2,1975-09-03
5659,24,68,1240,,International Friendly,,0,0,1977-09-07
5660,68,24,771,,FIFA World Cup,68,2,1,1981-05-30
5661,68,24,2195,,International Friendly,24,0,1,1988-05-28
5662,24,68,1240,,UEFA European Championship,,1,1,1996-06-08
5663,24,68,2128,,UEFA European Championship,24,3,0,2004-06-17
5664,24,71,1539,,International Friendly,24,2,1,2016-05-22
5665,24,72,1240,,International Friendly,24,2,0,2000-05-31
5666,24,72,1753,,UEFA European Championship,24,1,0,2012-06-19
5667,74,24,1589,,International Friendly,74,2,1,1953-05-31
5668,24,74,1240,,International Friendly,24,2,1,1964-05-06
5669,24,74,1240,,FIFA World Cup,,0,0,1966-07-11
5670,74,24,1589,,International Friendly,,0,0,1977-06-15
5671,75,24,1382,,FIFA World Cup,75,1,0,1950-06-29
5672,75,24,411,,International Friendly,24,3,6,1953-06-08
5673,75,24,1315,,International Friendly,24,1,8,1959-05-28
5674,75,24,1189,,International Friendly,24,0,10,1964-05-27
5675,75,24,2450,,US Cup,75,2,0,1993-06-09
5676,75,24,955,,International Friendly,24,1,2,2005-05-28
5677,24,75,1240,,International Friendly,24,2,0,2008-05-28
5678,24,75,46,,FIFA World Cup,,1,1,2010-06-12
5679,24,60,1240,,International Friendly,24,5,0,1958-10-22
5680,24,60,1240,,International Friendly,,2,2,1967-12-06
5681,24,60,803,,UEFA European Championship,24,2,0,1968-06-08
5682,60,24,770,,International Friendly,24,1,2,1973-06-10
5683,24,60,1240,,International Friendly,60,0,2,1984-06-02
5684,24,60,1361,,UEFA European Championship,60,1,3,1988-06-18
5685,24,60,1240,,England Challenge Cup,24,3,1,1991-05-21
5686,24,78,387,,International Friendly,24,2,1,1879-01-18
5687,78,24,2394,,International Friendly,24,2,3,1880-03-15
5688,24,78,2374,,International Friendly,78,0,1,1881-02-26
5689,78,24,2394,,International Friendly,78,5,3,1882-03-13
5690,24,78,387,,International Friendly,24,5,0,1883-02-03
5691,78,24,2394,,British Championships,24,0,4,1884-03-17
5692,24,78,1979,,British Championships,,1,1,1885-03-14
5693,78,24,2394,,British Championships,24,1,3,1886-03-29
5694,24,78,387,,British Championships,24,4,0,1887-02-26
5695,24,78,1141,,British Championships,24,5,1,1888-02-04
5696,24,78,2290,,British Championships,24,4,1,1889-02-23
5697,78,24,2394,,British Championships,24,1,3,1890-03-15
5698,24,78,345,,British Championships,24,4,1,1891-03-07
5699,78,24,2394,,British Championships,24,0,2,1892-03-05
5700,24,78,2290,,British Championships,24,6,0,1893-03-13
5701,78,24,2394,,British Championships,24,1,5,1894-03-12
5702,24,78,1834,,British Championships,,1,1,1895-03-18
5703,78,24,2181,,British Championships,24,1,9,1896-03-16
5704,24,78,1248,,British Championships,24,4,0,1897-03-29
5705,78,24,2394,,British Championships,24,0,3,1898-03-28
5706,24,78,2185,,British Championships,24,4,0,1899-03-20
5707,78,24,2181,,British Championships,,1,1,1900-03-26
5708,24,78,1350,,British Championships,24,6,0,1901-03-18
5709,24,78,1681,,British Championships,24,2,1,1903-03-02
5710,78,24,2394,,British Championships,,2,2,1904-02-29
5711,24,78,2189,,British Championships,24,3,1,1905-03-27
5712,78,24,2181,,British Championships,24,0,1,1906-03-19
5713,24,78,636,,British Championships,,1,1,1907-03-18
5714,78,24,2394,,British Championships,24,1,7,1908-03-16
5715,24,78,576,,British Championships,24,2,0,1909-03-15
5716,78,24,2181,,British Championships,24,0,1,1910-03-14
5717,24,78,1615,,British Championships,24,3,0,1911-03-13
5718,78,24,2394,,British Championships,24,0,2,1912-03-11
5719,24,78,2185,,British Championships,24,4,3,1913-03-17
5720,78,24,240,,British Championships,24,0,2,1914-03-16
5721,24,78,1400,,British Championships,78,1,2,1920-03-15
5722,78,24,240,,British Championships,,0,0,1921-03-14
5723,24,78,2189,,British Championships,24,1,0,1922-03-13
5724,78,24,240,,British Championships,,2,2,1923-03-05
5725,24,78,1761,,British Championships,78,1,2,1924-03-03
5726,78,24,2226,,British Championships,24,1,2,1925-02-28
5727,24,78,2208,,British Championships,78,1,3,1926-03-01
5728,78,24,2394,,British Championships,,3,3,1927-02-12
5729,24,78,939,,British Championships,78,1,2,1927-11-28
5730,78,24,2226,,British Championships,24,2,3,1928-11-17
5731,24,78,1703,,British Championships,24,6,0,1929-11-20
5732,78,24,2394,,British Championships,24,0,4,1930-11-22
5733,24,78,2189,,British Championships,24,3,1,1931-11-18
5734,78,24,2394,,British Championships,,0,0,1932-11-16
5735,24,78,1350,,British Championships,78,1,2,1933-11-15
5736,78,24,240,,British Championships,24,0,4,1934-09-29
5737,24,78,468,,British Championships,78,1,2,1936-02-05
5738,78,24,240,,British Championships,78,2,1,1936-10-17
5739,24,78,2171,,British Championships,24,2,1,1937-11-17
5740,78,24,240,,British Championships,78,4,2,1938-10-22
5741,24,78,166,,British Championships,24,3,0,1946-11-13
5742,78,24,240,,British Championships,24,0,3,1947-10-18
5743,24,78,322,,British Championships,24,1,0,1948-11-10
5744,78,24,240,,FIFA World Cup,24,1,4,1949-10-15
5745,24,78,647,,British Championships,24,4,2,1950-11-15
5746,78,24,240,,British Championships,,1,1,1951-10-20
5747,24,78,1240,,British Championships,24,5,2,1952-11-12
5748,78,24,240,,FIFA World Cup,24,1,4,1953-10-10
5749,24,78,1240,,British Championships,24,3,2,1954-11-10
5750,78,24,240,,British Championships,78,2,1,1955-10-22
5751,78,24,240,,British Championships,24,0,4,1957-10-19
5752,24,78,322,,British Championships,,2,2,1958-11-26
5753,78,24,240,,British Championships,,1,1,1959-10-17
5754,78,24,240,,British Championships,,1,1,1961-10-14
5755,24,78,1240,,British Championships,24,4,0,1962-11-21
5756,78,24,240,,British Championships,24,0,4,1963-10-12
5757,24,78,1240,,British Championships,24,2,1,1964-11-18
5758,78,24,240,,British Championships,,0,0,1965-10-02
5759,24,78,1240,,UEFA European Championship,24,5,1,1966-11-16
5760,78,24,240,,UEFA European Championship,24,0,3,1967-10-21
5761,24,78,1240,,British Championships,24,2,1,1969-05-07
5762,78,24,240,,British Championships,,1,1,1970-04-18
5763,24,78,1240,,British Championships,,0,0,1971-05-19
5764,78,24,240,,British Championships,24,0,3,1972-05-20
5765,78,24,240,,FIFA World Cup,24,0,1,1972-11-15
5766,24,78,1240,,FIFA World Cup,,1,1,1973-01-24
5767,24,78,1240,,British Championships,24,3,0,1973-05-15
5768,78,24,240,,British Championships,24,0,2,1974-05-11
5769,24,78,1240,,British Championships,,2,2,1975-05-21
5770,78,24,2394,,Centenary Match,24,1,2,1976-03-24
5771,78,24,240,,British Championships,24,0,1,1976-05-08
5772,24,78,1240,,British Championships,78,0,1,1977-05-31
5773,78,24,240,,British Championships,24,1,3,1978-05-13
5774,24,78,1240,,British Championships,,0,0,1979-05-23
5775,78,24,2394,,British Championships,78,4,1,1980-05-17
5776,24,78,1240,,British Championships,,0,0,1981-05-20
5777,78,24,240,,British Championships,24,0,1,1982-04-27
5778,78,24,2394,,British Championships,78,1,0,1984-05-02
5779,24,79,1400,,International Friendly,,2,2,1950-11-22
5780,79,24,2346,,International Friendly,79,1,0,1954-05-16
5781,24,79,1240,,International Friendly,24,3,0,1956-11-28
5782,24,79,1240,,International Friendly,,3,3,1960-05-11
5783,24,79,1240,,International Friendly,24,2,0,1966-05-04
5784,24,79,1240,,International Friendly,,1,1,1972-10-11
5785,79,24,1153,,International Friendly,,2,2,1974-06-05
5786,24,79,1240,,International Friendly,24,2,1,1989-12-13
5787,15,25,1325,,International Friendly,15,1,0,2003-02-16
5788,15,25,,,International Friendly,15,3,0,2010-12-18
5789,23,25,750,,International Friendly,25,0,2,2012-03-01
5790,26,25,2006,,International Friendly,26,6,0,1920-10-20
5791,25,26,195,,International Friendly,26,0,3,1921-08-28
5792,26,25,73,,International Friendly,26,10,2,1922-08-11
5793,26,25,73,,International Friendly,,1,1,1926-09-05
5794,25,26,2025,,International Friendly,25,2,1,1927-08-10
5795,26,25,73,,International Friendly,,2,2,1928-08-12
5796,25,26,2025,,International Friendly,,1,1,1929-07-25
5797,26,25,73,,International Friendly,26,2,1,1929-08-27
5798,25,26,2025,,International Friendly,25,4,0,1930-08-06
5799,26,25,73,,International Friendly,26,3,1,1931-06-17
5800,25,26,2025,,International Friendly,26,0,3,1932-08-18
5801,26,25,73,,International Friendly,26,2,1,1933-08-16
5802,25,26,2025,,International Friendly,,1,1,1934-08-08
5803,26,25,73,,International Friendly,,2,2,1935-08-07
5804,25,26,2025,,International Friendly,,2,2,1936-08-20
5805,26,25,23,,FIFA World Cup,25,0,1,1937-08-19
5806,25,26,2025,,International Friendly,26,1,3,1938-08-17
5807,26,25,2006,,International Friendly,26,4,2,1939-08-04
5808,26,25,280,,OT v A,,0,0,1990-09-30
5809,26,25,1916,,Baltic Cup,,0,0,1993-02-20
5810,25,26,2025,,International Friendly,26,0,7,1994-10-26
5811,26,25,1611,,International Friendly,,2,2,1996-10-30
5812,25,26,1273,,International Friendly,,1,1,2001-05-09
5813,25,26,1077,,International Friendly,25,2,0,2010-05-21
5814,28,25,966,,International Friendly,28,5,0,1935-09-15
5815,28,25,754,,FIFA World Cup,28,4,1,1937-08-29
5816,25,28,2025,,International Friendly,28,0,2,1939-06-29
5817,30,25,2269,,International Friendly,,2,2,1999-12-18
5818,34,25,660,,International Friendly,25,1,2,2000-12-10
5819,25,35,2025,,A v Amateur,,2,2,1934-08-10
5820,25,35,2025,,A v Amateur,35,2,3,1938-06-22
5821,25,35,1845,,Kings Cup,35,0,5,2004-12-02
5822,36,25,1507,,International Friendly,36,4,0,1994-08-16
5823,38,25,1619,,Friendship Tounament (UAE),,1,1,1999-10-30
5824,39,25,176,,Tri Nation Tounament,39,7,0,1999-01-18
5825,25,40,2025,,UEFA European Championship,40,0,2,1994-10-08
5826,40,25,60,,UEFA European Championship,40,4,1,1995-03-25
5827,25,46,2272,,International Friendly,46,1,2,1924-08-24
5828,46,25,358,,International Friendly,25,0,1,1925-06-28
5829,46,25,358,,International Friendly,25,0,5,1927-08-13
5830,25,46,2025,,Baltic Cup,25,6,0,1928-07-26
5831,46,25,2235,,Baltic Cup,25,2,5,1929-08-16
5832,46,25,1494,,Baltic Cup,46,2,1,1930-08-15
5833,46,25,1780,,International Friendly,46,4,0,1930-09-13
5834,25,46,2025,,International Friendly,25,4,1,1931-06-09
5835,25,46,2025,,Baltic Cup,25,2,0,1931-08-30
5836,46,25,358,,International Friendly,46,1,0,1932-08-06
5837,46,25,1964,,Baltic Cup,46,2,1,1932-08-29
5838,25,46,2025,,International Friendly,25,2,1,1933-07-20
5839,46,25,264,,Baltic Cup,,1,1,1933-09-02
5840,25,46,264,,Baltic Cup,25,5,0,1933-09-05
5841,46,25,264,,International Friendly,,1,1,1934-06-29
5842,25,46,2025,,Baltic Cup,46,1,2,1935-08-20
5843,46,25,264,,International Friendly,,2,2,1935-09-18
5844,46,25,2320,,Baltic Cup,25,1,2,1936-08-30
5845,46,25,102,,International Friendly,25,1,2,1937-06-03
5846,46,25,102,,Baltic Cup,25,0,4,1937-09-05
5847,46,25,102,,International Friendly,25,0,2,1938-06-11
5848,25,46,2025,,Baltic Cup,25,3,1,1938-09-03
5849,25,46,2025,,International Friendly,46,0,1,1939-08-27
5850,46,25,102,,International Friendly,46,2,0,1940-08-11
5851,46,25,1964,,Baltic Cup Unofficial,,1,1,1940-09-07
5852,25,46,1522,,Baltic Cup Unofficial,46,1,4,1991-11-15
5853,46,25,3,,Baltic Cup,46,3,0,1994-07-29
5854,46,25,511,,Baltic Cup,46,7,0,1995-05-20
5855,25,46,1587,,Baltic Cup,,1,1,1996-07-09
5856,46,25,3,,Baltic Cup,46,2,1,1997-07-09
5857,25,46,1678,,International Friendly,,0,0,1998-06-28
5858,25,46,2235,,Baltic Cup,46,2,5,2001-07-04
5859,25,46,2253,,Baltic Cup,46,1,5,2003-07-03
5860,25,46,,,International Friendly,,1,1,2008-11-22
5861,46,25,1185,,UEFA European Championship,46,1,0,2014-10-09
5862,25,47,1239,,International Friendly,47,0,6,1998-05-09
5863,52,25,2157,,International Friendly,52,3,1,2003-12-20
5864,52,25,,,International Friendly,25,1,2,2012-11-08
5865,25,59,2025,,International Friendly,25,2,1,1937-07-14
5866,59,25,450,,B v A,59,3,0,1939-05-21
5867,25,61,545,,International Friendly,25,2,0,2002-03-14
5868,61,25,121,,International Friendly,,1,1,2003-12-17
5869,61,25,409,,International Friendly,61,2,0,2007-11-09
5870,62,25,1221,,FIFA World Cup,62,3,1,1993-06-02
5871,25,62,1077,,International Friendly,62,0,1,2004-05-27
5872,25,67,2272,,International Friendly,,0,0,1921-07-22
5873,67,25,272,,International Friendly,67,5,2,1924-07-25
5874,25,67,2025,,International Friendly,67,1,7,1926-07-23
5875,67,25,1438,,International Friendly,67,3,1,1927-07-01
5876,25,67,2025,,International Friendly,67,0,1,1928-07-09
5877,67,25,1847,,International Friendly,67,4,1,1929-07-07
5878,25,67,2025,,International Friendly,67,1,5,1930-07-18
5879,67,25,2145,,International Friendly,67,3,1,1931-07-08
5880,25,67,2025,,International Friendly,67,1,3,1932-07-15
5881,25,67,2025,,International Friendly,67,1,2,1935-07-09
5882,67,25,272,,FIFA World Cup,67,7,2,1937-06-20
5883,25,67,2030,,International Friendly,,1,1,2016-01-06
5884,25,68,2025,,FIFA World Cup,68,0,6,1992-08-16
5885,25,71,2272,,International Friendly,71,1,4,1924-06-19
5886,71,25,1148,,International Friendly,,1,1,2006-05-28
5887,72,25,642,,International Friendly,72,4,0,2012-05-28
5888,73,25,1619,,Friendship Tounament (UAE),,2,2,1999-11-01
5889,74,25,,,International Friendly,74,3,0,2011-06-23
5890,75,25,1548,,International Friendly,75,4,0,1994-05-07
5891,25,60,13,,International Friendly,,2,2,1923-09-18
